datetime,predicted_price
2022-05-28 16:00:00,266.12582
2022-05-28 17:00:00,231.63235
2022-05-28 18:00:00,247.96487
2022-05-28 19:00:00,257.2485
2022-05-28 20:00:00,267.978
2022-05-28 21:00:00,257.7545
2022-05-28 22:00:00,251.35124
2022-05-28 23:00:00,262.86737
2022-05-29 00:00:00,61.818745
2022-05-29 01:00:00,252.41612
2022-05-29 02:00:00,264.17233
2022-05-29 03:00:00,269.95044
2022-05-29 04:00:00,268.94363
2022-05-29 05:00:00,257.86285
2022-05-29 06:00:00,263.46878
2022-05-29 07:00:00,255.42485
2022-05-29 08:00:00,244.82405
2022-05-29 09:00:00,254.44719
2022-05-29 10:00:00,263.99533
2022-05-29 11:00:00,272.73547
2022-05-29 12:00:00,281.30762
2022-05-29 13:00:00,268.6888
2022-05-29 14:00:00,278.91876
2022-05-29 15:00:00,266.54196
2022-05-29 16:00:00,280.5789
2022-05-29 17:00:00,284.3172
2022-05-29 18:00:00,301.94702
2022-05-29 19:00:00,332.55417
2022-05-29 20:00:00,324.69217
2022-05-29 21:00:00,324.9409
2022-05-29 22:00:00,328.02252
2022-05-29 23:00:00,325.8685
2022-05-30 00:00:00,133.33784
2022-05-30 01:00:00,298.18802
2022-05-30 02:00:00,300.85117
2022-05-30 03:00:00,297.58105
2022-05-30 04:00:00,295.6912
2022-05-30 05:00:00,276.19702
2022-05-30 06:00:00,254.68973
2022-05-30 07:00:00,257.10632
2022-05-30 08:00:00,259.88373
2022-05-30 09:00:00,253.54951
2022-05-30 10:00:00,294.3428
2022-05-30 11:00:00,295.41068
2022-05-30 12:00:00,278.3787
2022-05-30 13:00:00,285.5871
2022-05-30 14:00:00,283.3822
2022-05-30 15:00:00,285.33136
2022-05-30 16:00:00,299.86795
2022-05-30 17:00:00,260.39218
2022-05-30 18:00:00,265.7811
2022-05-30 19:00:00,264.15497
2022-05-30 20:00:00,266.87323
2022-05-30 21:00:00,258.7102
2022-05-30 22:00:00,262.47586
2022-05-30 23:00:00,251.72888
2022-05-31 00:00:00,117.50921
2022-05-31 01:00:00,275.81796
2022-05-31 02:00:00,278.69977
2022-05-31 03:00:00,282.02335
2022-05-31 04:00:00,281.57837
2022-05-31 05:00:00,280.52795
2022-05-31 06:00:00,261.6425
2022-05-31 07:00:00,262.3931
2022-05-31 08:00:00,263.83142
2022-05-31 09:00:00,270.84982
2022-05-31 10:00:00,297.2738
2022-05-31 11:00:00,303.67578
2022-05-31 12:00:00,327.46686
2022-05-31 13:00:00,292.19153
2022-05-31 14:00:00,281.3272
2022-05-31 15:00:00,300.71893
2022-05-31 16:00:00,300.06503
2022-05-31 17:00:00,273.6283
2022-05-31 18:00:00,269.9187
2022-05-31 19:00:00,271.54257
2022-05-31 20:00:00,272.19992
2022-05-31 21:00:00,267.52042
2022-05-31 22:00:00,265.41104
2022-05-31 23:00:00,249.52774
2022-06-01 00:00:00,130.13153
2022-06-01 01:00:00,285.4772
2022-06-01 02:00:00,274.63928
2022-06-01 03:00:00,313.87988
2022-06-01 04:00:00,313.8458
2022-06-01 05:00:00,288.4062
2022-06-01 06:00:00,317.87393
2022-06-01 07:00:00,279.58334
2022-06-01 08:00:00,265.32147
2022-06-01 09:00:00,264.30896
2022-06-01 10:00:00,294.25134
2022-06-01 11:00:00,281.86246
2022-06-01 12:00:00,282.5085
2022-06-01 13:00:00,283.63107
2022-06-01 14:00:00,305.65247
2022-06-01 15:00:00,279.40933
2022-06-01 16:00:00,300.48712
2022-06-01 17:00:00,301.9175
2022-06-01 18:00:00,318.1022
2022-06-01 19:00:00,282.80725
2022-06-01 20:00:00,280.12653
2022-06-01 21:00:00,278.21744
2022-06-01 22:00:00,277.16916
2022-06-01 23:00:00,298.12836
2022-06-02 00:00:00,115.34453
2022-06-02 01:00:00,317.45538
2022-06-02 02:00:00,303.59177
2022-06-02 03:00:00,300.79285
2022-06-02 04:00:00,302.40448
2022-06-02 05:00:00,282.12335
2022-06-02 06:00:00,319.99255
2022-06-02 07:00:00,320.30966
2022-06-02 08:00:00,297.896
2022-06-02 09:00:00,323.62698
2022-06-02 10:00:00,317.29224
2022-06-02 11:00:00,308.6734
2022-06-02 12:00:00,309.89752
2022-06-02 13:00:00,309.42566
2022-06-02 14:00:00,311.58163
2022-06-02 15:00:00,312.10104
2022-06-02 16:00:00,326.42743
2022-06-02 17:00:00,332.38834
2022-06-02 18:00:00,332.1443
2022-06-02 19:00:00,290.67294
2022-06-02 20:00:00,284.67496
2022-06-02 21:00:00,278.13385
2022-06-02 22:00:00,278.47598
2022-06-02 23:00:00,264.12027
2022-06-03 00:00:00,107.35123
2022-06-03 01:00:00,274.01108
2022-06-03 02:00:00,274.6554
2022-06-03 03:00:00,272.119
2022-06-03 04:00:00,273.44427
2022-06-03 05:00:00,273.38077
2022-06-03 06:00:00,310.01886
2022-06-03 07:00:00,319.1456
2022-06-03 08:00:00,314.09552
2022-06-03 09:00:00,305.86353
2022-06-03 10:00:00,315.24792
2022-06-03 11:00:00,301.08014
2022-06-03 12:00:00,302.0788
2022-06-03 13:00:00,322.68784
2022-06-03 14:00:00,308.49042
2022-06-03 15:00:00,308.5487
2022-06-03 16:00:00,324.13818
2022-06-03 17:00:00,306.33203
2022-06-03 18:00:00,304.3608
2022-06-03 19:00:00,312.02444
2022-06-03 20:00:00,314.8546
2022-06-03 21:00:00,304.80966
2022-06-03 22:00:00,300.66956
2022-06-03 23:00:00,316.48724
2022-06-04 00:00:00,114.20568
2022-06-04 01:00:00,317.77524
2022-06-04 02:00:00,295.38593
2022-06-04 03:00:00,284.24103
2022-06-04 04:00:00,293.30396
2022-06-04 05:00:00,291.05765
2022-06-04 06:00:00,294.15485
2022-06-04 07:00:00,302.63416
2022-06-04 08:00:00,311.72232
2022-06-04 09:00:00,314.76126
2022-06-04 10:00:00,317.25943
2022-06-04 11:00:00,305.94077
2022-06-04 12:00:00,302.0706
2022-06-04 13:00:00,294.83527
2022-06-04 14:00:00,294.08685
2022-06-04 15:00:00,304.38745
2022-06-04 16:00:00,310.18927
2022-06-04 17:00:00,303.89932
2022-06-04 18:00:00,338.27307
2022-06-04 19:00:00,337.9986
2022-06-04 20:00:00,337.31985
2022-06-04 21:00:00,327.71805
2022-06-04 22:00:00,315.57248
2022-06-04 23:00:00,303.68738
2022-06-05 00:00:00,92.44099
2022-06-05 01:00:00,276.8187
2022-06-05 02:00:00,280.8335
2022-06-05 03:00:00,272.82678
2022-06-05 04:00:00,251.71655
2022-06-05 05:00:00,239.47847
2022-06-05 06:00:00,253.82909
2022-06-05 07:00:00,256.88516
2022-06-05 08:00:00,268.369
2022-06-05 09:00:00,260.42917
2022-06-05 10:00:00,272.2406
2022-06-05 11:00:00,273.38593
2022-06-05 12:00:00,268.7834
2022-06-05 13:00:00,271.13235
2022-06-05 14:00:00,271.1047
2022-06-05 15:00:00,274.41263
2022-06-05 16:00:00,276.36932
2022-06-05 17:00:00,269.21674
2022-06-05 18:00:00,279.44608
2022-06-05 19:00:00,273.96066
2022-06-05 20:00:00,268.00748
2022-06-05 21:00:00,268.9893
2022-06-05 22:00:00,266.8797
2022-06-05 23:00:00,273.3474
2022-06-06 00:00:00,62.588394
2022-06-06 01:00:00,216.67686
2022-06-06 02:00:00,242.44424
2022-06-06 03:00:00,240.32306
2022-06-06 04:00:00,226.10144
2022-06-06 05:00:00,207.67033
2022-06-06 06:00:00,224.16322
2022-06-06 07:00:00,238.86993
2022-06-06 08:00:00,221.45576
2022-06-06 09:00:00,213.66566
2022-06-06 10:00:00,220.3534
2022-06-06 11:00:00,224.22357
2022-06-06 12:00:00,219.88136
2022-06-06 13:00:00,219.02519
2022-06-06 14:00:00,213.59163
2022-06-06 15:00:00,233.52348
2022-06-06 16:00:00,247.19835
2022-06-06 17:00:00,257.20386
2022-06-06 18:00:00,259.92804
2022-06-06 19:00:00,290.08344
2022-06-06 20:00:00,292.45834
2022-06-06 21:00:00,304.9513
2022-06-06 22:00:00,292.44794
2022-06-06 23:00:00,268.50705
2022-06-07 00:00:00,89.053215
2022-06-07 01:00:00,281.61487
2022-06-07 02:00:00,279.30878
2022-06-07 03:00:00,244.43314
2022-06-07 04:00:00,271.17758
2022-06-07 05:00:00,270.29904
2022-06-07 06:00:00,316.2955
2022-06-07 07:00:00,327.40384
2022-06-07 08:00:00,316.4409
2022-06-07 09:00:00,278.37613
2022-06-07 10:00:00,281.41125
2022-06-07 11:00:00,276.82504
2022-06-07 12:00:00,278.5578
2022-06-07 13:00:00,280.34247
2022-06-07 14:00:00,277.95312
2022-06-07 15:00:00,278.6001
2022-06-07 16:00:00,277.56744
2022-06-07 17:00:00,293.7569
2022-06-07 18:00:00,316.94495
2022-06-07 19:00:00,303.33746
