date,Clean Spark Spread,Clean Dark Spread
2021-04-24,-7.42,-19.58
2021-04-25,-22.85,-35.18
2021-04-26,1.6,-8.74
2021-04-27,-3.71,-11.29
2021-04-28,-1.93,-9.54
2021-04-29,-6.32,-12.11
2021-04-30,3.08,-3.42
2021-05-01,-10.36,-18.21
2021-05-02,-24.21,-31.35
2021-05-03,-6.57,-10.83
2021-05-04,-36.79,-42.51
2021-05-05,-37.3,-41.88
2021-05-06,-5.53,-9.19
2021-05-07,1.76,-3.27
2021-05-08,-19.87,-26.95
2021-05-09,-68.05,-74.76
2021-05-10,-15.28,-19.21
2021-05-11,-1.98,-5.32
2021-05-12,-7.64,-11.09
2021-05-13,-13.1,-16.49
2021-05-14,-5.87,-9.36
2021-05-15,-17.13,-23.53
2021-05-16,-37.13,-43.93
2021-05-17,-2.97,-7.59
2021-05-18,1.87,-4.19
2021-05-19,10.95,2.09
2021-05-20,-1.91,-8.38
2021-05-21,-40.12,-46.45
2021-05-22,-78.68,-87.99
2021-05-23,-50.68,-60.28
2021-05-24,-40.36,-47.44
2021-05-25,-15.47,-19.87
2021-05-26,-10.15,-14.65
2021-05-27,-0.92,-6.99
2021-05-28,1.54,-4.59
2021-05-29,-15.66,-24.88
2021-05-30,-34.38,-43.88
2021-05-31,-4.85,-11.68
2021-06-01,-6.21,-12.43
2021-06-02,-6.52,-13.07
2021-06-03,-10.88,-18.09
2021-06-04,-1.44,-7.88
2021-06-05,-11.3,-20.84
2021-06-06,-15.03,-24.67
2021-06-07,2.25,-4.36
2021-06-08,-1.14,-5.7
2021-06-09,-2.59,-7.31
2021-06-10,-1.34,-5.71
2021-06-11,0.17,-5.88
2021-06-12,-39.59,-48.16
2021-06-13,-60.2,-68.27
2021-06-14,-6.22,-10.66
2021-06-15,4.45,-1.17
2021-06-16,7.11,0.67
2021-06-17,-0.87,-6.94
2021-06-18,-1.06,-5.6
2021-06-19,-11.37,-18.52
2021-06-20,-23.32,-30.62
2021-06-21,-4.41,-9.15
2021-06-22,0.32,-3.26
2021-06-23,6.27,3.6
2021-06-24,7.53,4.95
2021-06-25,1.68,-0.35
2021-06-26,-8.31,-13.44
2021-06-27,-23.37,-28.76
2021-06-28,0.25,-2.54
2021-06-29,0.78,-0.09
2021-06-30,1.23,-0.4
2021-07-01,-7.79,-4.8
2021-07-02,0.2,2.34
2021-07-03,-14.29,-14.04
2021-07-04,-16.45,-15.32
2021-07-05,-7.09,-2.23
2021-07-06,-11.23,-12.22
2021-07-07,11.47,7.23
2021-07-08,19.78,17.46
2021-07-09,-5.64,-1.87
2021-07-10,-14.9,-15.16
2021-07-11,-15.89,-17.25
2021-07-12,1.53,1.99
2021-07-13,1.11,2.11
2021-07-14,-5.42,-5.89
2021-07-15,-1.05,-3.4
2021-07-16,-7.6,-8.23
2021-07-17,-31.42,-34.25
2021-07-18,-47.88,-50.15
2021-07-19,-5.0,-3.96
2021-07-20,-0.88,-0.6
2021-07-21,-4.55,-3.22
2021-07-22,-6.93,-4.65
2021-07-23,-4.58,-3.63
2021-07-24,-18.78,-20.19
2021-07-25,-35.0,-36.07
2021-07-26,-8.36,-6.26
2021-07-27,-11.04,-7.36
2021-07-28,-23.42,-16.02
2021-07-29,-59.8,-49.51
2021-07-30,-40.81,-30.35
2021-07-31,-76.66,-68.91
2021-08-01,-48.81,-40.66
2021-08-02,-28.11,-16.41
2021-08-03,-9.61,0.27
2021-08-04,-10.51,0.18
2021-08-05,-15.69,-4.35
2021-08-06,-39.42,-28.59
2021-08-07,-49.26,-41.72
2021-08-08,-104.89,-97.81
2021-08-09,-42.68,-33.29
2021-08-10,-23.53,-11.04
2021-08-11,-16.38,-2.49
2021-08-12,-9.87,3.74
2021-08-13,-18.59,-6.76
2021-08-14,-52.76,-42.58
2021-08-15,-56.82,-45.13
2021-08-16,-53.79,-37.47
2021-08-17,-61.48,-45.65
2021-08-18,-36.9,-24.27
2021-08-19,-12.28,-5.9
2021-08-20,-5.75,4.75
2021-08-21,-16.4,-9.26
2021-08-22,-29.74,-23.4
2021-08-23,-13.85,-5.5
2021-08-24,-19.03,-6.71
2021-08-25,-30.93,-17.7
2021-08-26,-23.77,-9.91
2021-08-27,-24.93,-8.97
2021-08-28,-37.62,-23.85
2021-08-29,-43.11,-28.36
2021-08-30,-18.79,0.11
2021-08-31,-15.31,2.14
2021-09-01,-14.79,4.53
2021-09-02,-10.89,8.09
2021-09-03,-17.64,-0.27
2021-09-04,-22.84,-8.42
2021-09-05,-33.65,-18.36
2021-09-06,-5.01,14.99
2021-09-07,-5.42,15.09
2021-09-08,-11.77,11.19
2021-09-09,-9.2,15.88
2021-09-10,-4.33,25.15
2021-09-11,-15.93,11.98
2021-09-12,-42.05,-12.04
2021-09-13,-8.28,27.55
2021-09-14,-12.8,31.2
2021-09-15,-0.39,56.57
2021-09-16,9.22,50.09
2021-09-17,0.44,46.21
2021-09-18,-29.02,18.99
2021-09-19,-74.94,-21.5
2021-09-20,-24.61,37.56
2021-09-21,-23.17,37.77
2021-09-22,-22.96,31.93
2021-09-23,-93.25,-43.25
2021-09-24,-62.69,-12.23
2021-09-25,-47.97,0.72
2021-09-26,-53.73,-3.17
2021-09-27,-40.12,16.07
2021-09-28,-31.21,29.9
2021-09-29,-66.54,4.76
2021-09-30,-86.86,-18.39
2021-10-01,-116.01,-34.2
2021-10-02,-114.23,-36.54
2021-10-03,-179.27,-102.08
2021-10-04,-64.06,16.74
2021-10-05,-102.28,8.45
2021-10-06,-62.51,54.29
2021-10-07,80.21,174.61
2021-10-08,2.59,80.09
2021-10-09,-60.65,9.52
2021-10-10,-54.65,11.36
2021-10-11,-29.98,35.28
2021-10-12,-31.15,32.62
2021-10-13,-25.83,56.02
2021-10-14,-65.6,32.01
2021-10-15,-98.81,-14.9
2021-10-16,-58.54,23.74
2021-10-17,-73.02,11.31
2021-10-18,-25.31,64.52
2021-10-19,-53.41,34.55
2021-10-20,-152.28,-60.65
2021-10-21,-142.56,-48.71
2021-10-22,-129.2,-42.0
2021-10-23,-63.12,19.69
2021-10-24,-104.51,-23.01
2021-10-25,-31.69,51.78
2021-10-26,-26.0,57.9
2021-10-27,-57.36,25.63
2021-10-28,-26.64,41.74
2021-10-29,-67.27,9.3
2021-10-30,-88.28,-19.21
2021-10-31,-103.19,-39.45
2021-11-01,-61.34,-0.87
2021-11-02,42.38,104.63
2021-11-03,13.16,89.53
2021-11-04,-1.43,70.97
2021-11-05,-14.75,58.77
2021-11-06,-101.49,-28.41
2021-11-07,-146.25,-71.55
2021-11-08,-7.65,71.0
2021-11-09,-10.07,58.97
2021-11-10,6.29,72.16
2021-11-11,12.55,85.9
2021-11-12,-12.44,64.38
2021-11-13,-25.83,52.3
2021-11-14,-16.81,64.09
2021-11-15,38.46,123.35
2021-11-16,18.56,128.35
2021-11-17,-39.68,71.18
2021-11-18,-81.73,28.46
2021-11-19,-73.53,19.28
2021-11-20,-93.14,-3.83
2021-11-21,-56.71,30.09
2021-11-22,33.43,118.53
2021-11-23,28.37,123.4
2021-11-24,53.69,149.6
2021-11-25,23.45,118.72
2021-11-26,-19.36,70.63
2021-11-27,-9.19,85.61
2021-11-28,-15.27,85.38
2021-11-29,45.17,152.64
2021-11-30,-97.39,14.93
2021-12-01,-134.91,-23.38
2021-12-02,-24.41,77.7
2021-12-03,-64.46,35.26
2021-12-04,-16.95,79.53
2021-12-05,-54.29,39.89
2021-12-06,54.61,147.37
2021-12-07,49.44,92.66
2021-12-08,-1.28,55.39
2021-12-09,45.92,157.11
2021-12-10,-3.11,113.91
2021-12-11,8.51,111.37
2021-12-12,-31.66,57.03
2021-12-13,63.94,139.49
2021-12-14,4.25,171.38
2021-12-15,91.46,169.98
2021-12-16,20.53,212.3
2021-12-17,119.16,217.14
2021-12-18,3.22,135.43
2021-12-19,-173.93,-6.59
2021-12-20,0.46,204.03
2021-12-21,40.06,303.92
2021-12-22,39.54,292.88
2021-12-23,41.96,181.74
2021-12-24,-58.57,80.27
2021-12-25,-53.11,80.88
2021-12-26,-75.57,54.76
2021-12-27,-95.82,32.0
2021-12-28,-121.28,-13.75
2021-12-29,-72.78,41.37
2021-12-30,-136.48,-41.8
2021-12-31,-197.61,-102.69
2022-01-01,-122.74,-34.08
2022-01-02,-153.54,-69.95
2022-01-03,-120.36,-40.97
2022-01-04,-60.79,32.12
2022-01-05,-112.5,-18.36
2022-01-06,-35.63,66.52
2022-01-07,-47.0,43.08
2022-01-08,-45.2,42.25
2022-01-09,-61.46,24.64
2022-01-10,56.62,142.5
2022-01-11,63.31,137.18
2022-01-12,47.8,115.17
2022-01-13,-25.55,55.39
2022-01-14,-29.81,50.33
2022-01-15,14.08,85.87
2022-01-16,-62.16,3.02
2022-01-17,-59.28,1.03
2022-01-18,43.67,103.5
2022-01-19,-14.92,41.43
2022-01-20,-68.78,-14.51
2022-01-21,-34.56,25.51
2022-01-22,-27.45,39.39
2022-01-23,-18.89,56.23
2022-01-24,23.97,108.9
2022-01-25,72.18,154.64
2022-01-26,13.37,86.56
2022-01-27,-103.14,-24.83
2022-01-28,-48.38,28.53
2022-01-29,-130.6,-53.84
2022-01-30,-167.43,-90.19
2022-01-31,-27.53,51.29
2022-02-01,-39.49,14.07
2022-02-02,-54.92,-0.77
2022-02-03,-7.21,52.52
2022-02-04,-73.59,-13.58
2022-02-05,-114.99,-59.23
2022-02-06,-149.03,-95.42
2022-02-07,-115.07,-61.53
2022-02-08,-57.65,-10.67
2022-02-09,-20.35,22.95
2022-02-10,6.14,50.3
2022-02-11,-9.52,38.67
2022-02-12,-53.16,-4.32
2022-02-13,-114.74,-63.55
2022-02-14,-98.21,-43.18
2022-02-15,-21.44,13.18
2022-02-16,-59.94,-20.54
2022-02-17,-117.7,-65.58
2022-02-18,-67.91,-20.65
2022-02-19,-145.0,-101.18
2022-02-20,-116.41,-74.6
2022-02-21,-107.36,-66.09
2022-02-22,-75.04,-24.02
2022-02-23,-87.2,-25.89
2022-02-24,-184.8,-41.9
2022-02-25,-105.39,-35.68
2022-02-26,0.82,65.71
2022-02-27,-41.46,20.21
2022-02-28,-14.83,45.1
2022-03-01,-27.99,73.52
2022-03-02,-76.23,61.37
2022-03-03,-16.53,155.32
2022-03-04,-39.6,150.03
2022-03-05,-70.89,135.81
2022-03-06,-91.41,131.12
2022-03-07,-39.03,196.87
2022-03-08,37.79,262.85
2022-03-09,106.56,228.41
2022-03-10,-3.0,82.47
2022-03-11,-217.19,-116.03
2022-03-12,-161.21,-67.16
2022-03-13,-158.19,-72.53
2022-03-14,20.32,96.74
2022-03-15,34.58,128.38
2022-03-16,7.35,87.53
2022-03-17,-18.03,66.33
2022-03-18,-12.81,67.33
2022-03-19,-106.34,-28.84
2022-03-20,-183.83,-108.77
2022-03-21,-22.71,49.86
2022-03-22,3.92,68.81
2022-03-23,-31.89,61.6
2022-03-24,-20.96,65.84
2022-03-25,4.64,76.21
2022-03-26,-50.71,21.28
2022-03-27,-35.22,36.84
2022-03-28,-19.74,52.09
2022-03-29,-2.16,81.44
2022-03-30,-1.4,104.79
2022-03-31,-62.56,43.37
2022-04-01,-100.59,-3.23
2022-04-02,-92.04,3.18
2022-04-03,-83.28,10.0
2022-04-04,-178.56,-87.64
2022-04-05,-68.76,5.86
2022-04-06,-127.11,-54.91
2022-04-07,-170.5,-99.39
2022-04-08,-122.13,-58.24
2022-04-09,-180.41,-117.47
2022-04-10,-162.82,-102.19
2022-04-11,-11.09,45.94
2022-04-12,-54.7,-1.86
2022-04-13,-22.74,36.69
2022-04-14,1.27,40.38
2022-04-15,-33.49,5.49
2022-04-16,-77.25,-36.18
2022-04-17,-117.65,-76.57
2022-04-18,-106.25,-67.59
2022-04-19,-9.49,24.88
2022-04-20,-23.9,7.54
2022-04-21,-38.59,7.42
2022-04-22,-55.81,-20.09
2022-04-23,-133.09,-94.17
2022-04-24,-115.97,-75.99
2022-04-25,0.86,38.96
2022-04-26,-3.59,58.68
2022-04-27,-27.98,44.82
2022-04-28,-8.23,55.2
2022-04-29,-11.0,55.3
2022-04-30,-34.6,33.68
2022-05-01,-37.98,28.27
2022-05-02,-10.55,49.46
2022-05-03,-19.0,35.95
2022-05-04,-15.04,39.82
2022-05-05,-17.0,38.13
2022-05-06,-17.12,28.1
2022-05-07,-35.31,11.82
2022-05-08,-59.17,-14.89
2022-05-09,-8.42,28.59
2022-05-10,-51.54,-2.88
2022-05-11,-67.46,-34.07
2022-05-12,-82.8,-20.15
2022-05-13,-64.29,-16.93
2022-05-14,-77.23,-34.2
2022-05-15,-78.29,-39.59
2022-05-16,-12.84,15.63
2022-05-17,-1.68,22.25
2022-05-18,-19.2,10.04
2022-05-19,-7.37,16.21
2022-05-20,-1.9,11.54
2022-05-21,-104.44,-86.42
2022-05-22,-38.44,-20.81
2022-05-23,-13.01,0.92
2022-05-24,-41.45,-17.21
2022-05-25,-33.5,-0.97
2022-05-26,-141.26,-112.62
2022-05-27,-163.96,-135.01
2022-05-28,-174.41,-143.97
2022-05-29,-55.47,-26.13
2022-05-30,13.65,39.62
2022-05-31,-2.19,13.8
2022-06-01,6.42,26.68
2022-06-02,-16.25,0.61
2022-06-03,-24.05,-4.48
2022-06-04,-43.42,-22.9
2022-06-05,-61.66,-43.06
2022-06-06,-109.22,-95.7
2022-06-07,-15.59,1.09
2022-06-08,-2.91,10.04
2022-06-09,-19.41,5.75
2022-06-10,-15.02,7.31
2022-06-11,-66.63,-39.2
2022-06-12,-84.93,-56.9
2022-06-13,-36.88,-13.85
2022-06-14,-38.1,10.38
2022-06-15,-67.97,19.32
2022-06-16,-87.54,11.93
2022-06-17,-17.99,59.23
2022-06-18,-80.87,1.85
2022-06-19,-124.45,-41.76
2022-06-20,-14.58,62.4
2022-06-21,-0.94,74.9
2022-06-22,29.54,113.83
2022-06-23,-9.9,79.33
2022-06-24,-20.11,64.15
2022-06-25,-55.12,34.62
2022-06-26,-94.95,-5.13
2022-06-27,18.91,103.67
2022-06-28,31.05,117.66
2022-06-29,-3.41,100.48
2022-06-30,5.84,107.42
